DATUM;Situation;Beschreibung;Sozialform;Beobachtung ID;Skala;Kategorie;TM;X
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;SICHERUNG;4;2
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;STRUKTUR_1;1;1
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;STRUKTUR_2;1;1
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;VERANSCHAULICHUNG;2;2
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;VERBINDEND;6;6
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;VORWISSEN;1;1
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;WIRKLICHKEIT;1;1
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;ZIEL;2;1
28.11.23;Video;Video 6 (2.Klasse) - Brücken;PA;V.6.1;6;ÜBEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;DIFFERENZIERUNG_1;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;DIFFERENZIERUNG_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;DRAUßEN;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;ERFAHRUNG;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;GANZHEITLICH;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;HANDLUNG;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KLIMA_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KLIMA_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KLIMA_3;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KLIMA_4;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KLIMA_5;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOMMUNIKATION_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOMPETENZ_1;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOMPETENZ_2;3;3
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;KOOPERATIV;4;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LEISTUNG;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNERO.;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNORT_1;3;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNORT_2;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNORT_3;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNZEIT_1;1;3
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;LERNZEIT_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;METHODEN;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;MOTIVIERUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;PARTIZIPATION;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;PROZESS;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;SELBSTSTÄNDIGKEIT;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;SELBSTWIRKSAMKEIT;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;SICHERUNG;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;STRUKTUR_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;STRUKTUR_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;VERANSCHAULICHUNG;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;VERBINDEND;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;VORWISSEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;WIRKLICHKEIT;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;ZIEL;4;3
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.00;5;ÜBEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;DIFFERENZIERUNG_1;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;DIFFERENZIERUNG_2;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;DRAUßEN;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;ERFAHRUNG;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;GANZHEITLICH;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;HANDLUNG;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KLIMA_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KLIMA_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KLIMA_3;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KLIMA_4;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KLIMA_5;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOMMUNIKATION_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOMPETENZ_1;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOMPETENZ_2;3;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;KOOPERATIV;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LEISTUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNERO.;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNORT_1;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNORT_2;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNORT_3;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNZEIT_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;LERNZEIT_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;METHODEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;MOTIVIERUNG;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;PARTIZIPATION;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;PROZESS;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;SELBSTSTÄNDIGKEIT;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;SELBSTWIRKSAMKEIT;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;SICHERUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;STRUKTUR_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;STRUKTUR_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;VERANSCHAULICHUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;VERBINDEND;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;VORWISSEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;WIRKLICHKEIT;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;ZIEL;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;P;V.6.02;5;ÜBEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;DIFFERENZIERUNG_1;4;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;DIFFERENZIERUNG_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;DRAUßEN;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;ERFAHRUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;GANZHEITLICH;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;HANDLUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KLIMA_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KLIMA_2;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KLIMA_3;1;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KLIMA_4;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KLIMA_5;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOMMUNIKATION_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOMPETENZ_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOMPETENZ_2;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;KOOPERATIV;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LEISTUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNERO.;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNORT_1;3;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNORT_2;2;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNORT_3;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNZEIT_1;3;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;LERNZEIT_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;METHODEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;MOTIVIERUNG;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;PARTIZIPATION;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;PROZESS;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;SELBSTSTÄNDIGKEIT;2;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;SELBSTWIRKSAMKEIT;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;SICHERUNG;5;5
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;STRUKTUR_1;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;STRUKTUR_2;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;VERANSCHAULICHUNG;2;2
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;VERBINDEND;4;4
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;VORWISSEN;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;WIRKLICHKEIT;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;ZIEL;1;1
30.11.23;Video;Video 6 (2. Klasse) - Brücken;PA;V.6.01;5;ÜBEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;DIFFERENZIERUNG_1;4;3
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;DIFFERENZIERUNG_2;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;DRAUßEN;3;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;ERFAHRUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;GANZHEITLICH;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;HANDLUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KLIMA_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KLIMA_2;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KLIMA_3;4;3
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KLIMA_4;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KLIMA_5;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOMMUNIKATION_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOMPETENZ_1;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOMPETENZ_2;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;KOOPERATIV;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LEISTUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNERO.;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNORT_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNORT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNORT_3;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNZEIT_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;LERNZEIT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;METHODEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;MOTIVIERUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;PARTIZIPATION;4;3
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;PROZESS;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;SELBSTSTÄNDIGKEIT;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;SELBSTWIRKSAMKEIT;2;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;SICHERUNG;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;STRUKTUR_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;STRUKTUR_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;VERANSCHAULICHUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;VERBINDEND;5;5
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;VORWISSEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;WIRKLICHKEIT;3;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;ZIEL;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;5;ÜBEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;DIFFERENZIERUNG_1;4;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;DIFFERENZIERUNG_2;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;DRAUßEN;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;ERFAHRUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;GANZHEITLICH;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;HANDLUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KLIMA_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KLIMA_2;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KLIMA_3;4;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KLIMA_4;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KLIMA_5;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOMMUNIKATION_2;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOMPETENZ_1;3;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOMPETENZ_2;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;KOOPERATIV;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LEISTUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNERO.;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNORT_1;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNORT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNORT_3;1;3
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNZEIT_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;LERNZEIT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;METHODEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;MOTIVIERUNG;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;PARTIZIPATION;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;PROZESS;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;SELBSTSTÄNDIGKEIT;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;SELBSTWIRKSAMKEIT;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;SICHERUNG;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;STRUKTUR_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;STRUKTUR_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;VERANSCHAULICHUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;VERBINDEND;5;5
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;VORWISSEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;WIRKLICHKEIT;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;ZIEL;4;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V.7.2;5;ÜBEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;DIFFERENZIERUNG_1;4;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;DIFFERENZIERUNG_2;1;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;DRAUßEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;ERFAHRUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;GANZHEITLICH;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;HANDLUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KLIMA_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KLIMA_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KLIMA_3;5;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KLIMA_4;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KLIMA_5;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOMMUNIKATION_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOMMUNIKATION_2;2;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOMMUNIKATION_3;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOMPETENZ_1;4;4
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOMPETENZ_2;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;KOOPERATIV;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LEISTUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNERO.;5;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNORT_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNORT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNORT_3;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNZEIT_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;LERNZEIT_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;METHODEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;MOTIVIERUNG;2;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;PARTIZIPATION;3;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;PROZESS;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;SELBSTSTÄNDIGKEIT;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;SELBSTWIRKSAMKEIT;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;SICHERUNG;5;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;STRUKTUR_1;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;STRUKTUR_2;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;VERANSCHAULICHUNG;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;VERBINDEND;5;5
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;VORWISSEN;1;1
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;WIRKLICHKEIT;2;2
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;ZIEL;2;3
30.11.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;PA;V.7.1;5;ÜBEN;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;DIFFERENZIERUNG_1;5;3
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;DIFFERENZIERUNG_2;4;4
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;DRAUßEN;1;2
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;ERFAHRUNG;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;GANZHEITLICH;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;HANDLUNG;2;2
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;KLIMA_1;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;KLIMA_2;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;KLIMA_3;1;2
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;KLIMA_4;1;1
06.12.23;Video;Video 7 (7. Klasse) - Bodenkämpfen;P;V. 7.0;6;KLIMA_5;1;1
